"Universidade de Lisboa - Faculdade de Medicina Dentária","0"
"ISCTE - Instituto Universitário de Lisboa","90"
"Escola Superior de Enfermagem de Coimbra","0"
"Escola Superior de Enfermagem de Lisboa","0"
"Escola Superior de Enfermagem do Porto","0"
"Instituto Politécnico de Beja - Escola Superior de Saúde","17"
"Universidade do Minho - Escola Superior de Enfermagem","0"
"Instituto Politécnico de Bragança - Escola Superior de Saúde de Bragança","134"
"Instituto Politécnico de Castelo Branco - Escola Superior de Saúde Dr. Lopes Dias","29"
"Universidade de Évora - Escola Superior de Enfermagem de São João de Deus","8"
"Universidade do Algarve - Escola Superior de Saúde","78"
"Instituto Politécnico da Guarda - Escola Superior de Saúde da Guarda","58"
"Instituto Politécnico de Leiria - Escola Superior de Saúde de Leiria","62"
"Instituto Politécnico de Portalegre - Escola Superior de Saúde","38"
"Instituto Politécnico de Santarém - Escola Superior de Saúde de Santarém","36"
"Instituto Politécnico de Viana do Castelo - Escola Superior de Saúde","0"
"Universidade de Trás-os-Montes e Alto Douro - Escola Superior de Enfermagem de Vila Real","0"
"Instituto Politécnico de Viseu - Escola Superior de Saúde de Viseu","24"
"Universidade dos Açores - Escola Superior de Enfermagem de Angra do Heroísmo","27"
"Universidade dos Açores - Escola Superior de Enfermagem de Ponta Delgada","7"
"Escola Superior Náutica Infante D. Henrique","99"
"Escola Superior de Hotelaria e Turismo do Estoril","0"
"Instituto Politécnico de Coimbra - Escola Superior de Tecnologia da Saúde de Coimbra","12"
"Instituto Politécnico de Lisboa - Escola Superior de Tecnologia da Saúde de Lisboa","39"
"Instituto Politécnico do Porto - Escola Superior de Tecnologia da Saúde do Porto","0"
